# Upcoming Events	Title	URL	City	Phone	Address	Metro ID	Metro Title
1	Arrigoni Center at Iona College					10	NYC
1	Make My Day Lounge		San Antonio		12114 Nacogdoches Rd San Antonio, Texas 78217	2	San Antonio
1	Teatro Jorge Negrete	http://sic.gob.mx/ficha.php?table=teatro&table_id=473	Ciudad de México	5535 2246	Manuel Ignacio Altamirano 128, Col. San Rafael	44	la Ciudad de México
1	Sanders Studios					10	NYC
1	Cru					11	Dallas / Ft. Worth
1	Bootleg Mansion					10	NYC
1	Miraloma Park Improvement Clubhouse					18	The Bay Area
1	Southtown					2	San Antonio
1	Various locations in Austin, TX		Austin		Various 	1	Austin
1	Gralehaus	http://www.gralehaus.com	Louisville	502.454.7075	1001 Baxter Avenue	47	Louisville
1	Spicewood Vineyards		Spicewood		1419 CR 409 	1	Austin
1	LakeCities Ballet Theatre					11	Dallas / Ft. Worth
1	The Roxy Theatre	http://bluebridgetheatre.ca/	Victoria	(250) 382-3370	2657 Quadra Street	50	Victoria
1	Noguchi Museum	http://www.noguchi.org	Long Island City	(718) 204-7088	9-01 33rd Road (at Vernon Boulevard)	10	NYC
1	Community Bible Church					2	San Antonio
1	One Yoga	http://oneyogavictoria.com	Victoria	250.383.3933	#201 - 239 Menzies Street 	50	Victoria
1	Madhatters Tea House and Cafe	http://www.madhatterstea.com	San Antonio	(210) 212-4832	320 Beauregard St	2	San Antonio
1	First United Methodist Church (Dallas)	http://www.firstchurchdallas.org/	Dallas	(214) 220-2727	1928 Ross Ave	11	Dallas / Ft. Worth
1	Indianapolis Star Headquarters	http://www.indystar.com/	Indianapolis	317-444-4000	307 N. Pennsylvania Street	42	Indianapolis
1	MVP SPORTS BAR AND GRILL					1	Austin
1	RANCHO AVÁNDARO					44	la Ciudad de México
1	Exodus Refugee Immigration	http://www.exodusrefugee.org/	Indianapolis	(317) 921-0836	1125 Brookside Ave Suite C9	42	Indianapolis
1	Shake Shack (The Domain)	https://www.shakeshack.com/location/the-domain-austin/	Austin	512.717.0422	11228 Domain Drive  	1	Austin
1	Housing Authority of the City of Austin - Meadowbrook Apartments		Austin		1201 W Live Oak St	1	Austin
1	Bread Winner’s					11	Dallas / Ft. Worth
1	Woodside Middle School	http://www.sacs.k12.in.us/Domain/15	Fort Wayne	260-431-2701	2310 West Hamilton Rd South	42	Indianapolis
1	The Bakery	http://thebakeryonfranklin.com/	Vancouver	(604) 722-6104	1670 Franklin Street	32	Vancouver
1	Busch Stadium		St Louis		700 Clark Avenue	36	St. Louis
1	Arquitecto Pedro Ramírez Vázquez de la Rectoría General de la Universidad Autónoma Metropolitana					44	la Ciudad de México
1	The Independent	http://www.theindo.com/index.php	Somerville		75 Union Square	25	Boston
1	Baked by Amys	http://www.bakedbyamys.com/	Austin	(512) 918-2253	13265 Hwy 183 N Ste B	1	Austin
1	The Elbow Room					11	Dallas / Ft. Worth
1	Museo Tamayo Arte Contemporáneo	http://www.museotamayo.org/	Ciudad de México	55 5286 6519	Paseo de la Reforma 51, Bosque de Chapultepec	44	la Ciudad de México
1	The Pavilion	http://317events.com/	Indianapolis		201 S. Capitol Avenue	42	Indianapolis
1	Fizz Bar and Grill	http://www.fizzchicago.com/index.php	Chicago	(773) 348-6000	3220 N Lincoln Ave	3	Chicago
1	The E bus route					2	San Antonio
1	Arneson River Theater at the Shops of La Villita					2	San Antonio
1	Wayra					44	la Ciudad de México
1	18 Oaks Restaurant at JW Marriott Country Resort & Spa	http://www.marriott.com/hotel-restaurants/satjw-jw-marriott-san-antonio-hill-country-resort-and-spa/18-oaks/168021/about.mi	San Antonio	210-491-5825	23808 Resort Parkway	2	San Antonio
1	Lazare					11	Dallas / Ft. Worth
1	Pine Creek Camp	http://impact2818.org/sites/pinecreek/	Pine Village	888-628-2818	2218 E 700 N	42	Indianapolis
1	The Wild Onion Ranch		Austin	78652	12112 Old San Antonio Road	1	Austin
1	ComedySportz San Antonio					2	San Antonio
1	Singlecut Beersmiths 		Astoria		19-33 37th St 	10	NYC
1	Whole Foods Market Catering	http://wholecateringaustin.com/	Austin	512.542.2209	6201 Bolm Rd. Ste. 101	1	Austin
1	1719 Alexander Blvd MLK Metrorail Station					1	Austin
1	Rockefeller Memorial Chapel	http://rockefeller.uchicago.edu/	Chicago	(773) 702-2100	5850 S Woodlawn Ave	3	Chicago
1	Ziziki					11	Dallas / Ft. Worth
1	Whole Foods Preston Forest					11	Dallas / Ft. Worth
1	Lower Depths	thelowerdepths.com/	Boston	(617) 266-6662	476 Commonwealth Avenue	25	Boston
1	Do512 Lounge	http://do512.com/do512loungesessions/past	Austin		2208 S. Lamar #C	1	Austin
1	Wetmore City Limits		San Antonio	210-494-7190	12329 Wetmore Rd	2	San Antonio
1	Ruth’s Chris Steak House – Concord Plaza	http://www.ruthschris.com/restaurant-locations/san-antonio-north-airport	San Antonio	210.821.5051	7720 Jones Maltsberger – Concord Plaza	2	San Antonio
1	Hillcrest Amphitheatre		Dallas		Caruth Hall, 3145 Dyer Street	11	Dallas / Ft. Worth
1	Nashville Public Library - Southeast Branch		Antioch		5260 Hickory Hollow Parkway, Suite 201  Global Mall at the Crossings	24	Nashville
1	LA Chinatown Firecracker					30	Los Angeles
1	Craneway Pavilion	http://www.craneway.com/	Richmond		1414 Harbour Way South - Marina District	18	The Bay Area
1	Eilan Hotel – Sustenio	http://www.eilanhotel.com/san-antonio-restaurants.aspx	San Antonio	210.598.2950	17103 La Cantera Parkway	2	San Antonio
1	Studio2111					36	St. Louis
1	Flagship	http://www.flagshipchicago.com/_/HOME.html	Chicago	773.281.3805	1622 W. BELMONT AVENUE	3	Chicago
1	Chicago Design Museum	http://chidm.com/	Chicago		108 N. State Street. 	3	Chicago
1	The Round					19	Portland
1	KONG Screen Printing	http://kongscreenprinting.com/	Austin	512-851-7024	4204 E. Cesar Chavez Bldg. C	1	Austin
1	Red Square Bar		Helotes		11851 Bandera Rd Ste 119	2	San Antonio
1	Daniels Spectrum	http://regentparkarts.ca/	Toronto		585 Dundas St E.	29	Toronto
1	O'Grady's On Church	http://www.ogradysoncollege.com/	Toronto	(416) 323-2822	518 Church St, Toronto, ON	29	Toronto
1	Harlem on the 27th and the Lower East Side on the 28th					10	NYC
1	The Teragram Ballroom					30	Los Angeles
1	Di Frabo Ristorante Italiano 	http://www.difrabo.com	San Antonio	210.272.0758	22211 W. Interstate 10, Ste 1101	2	San Antonio
1	Duchman Family Winery	http://www.duchmanwines.com	Driftwood		13308 FM 150 West	1	Austin
1	Northaven Trail	http://northaventrail.org/	Dallas			11	Dallas / Ft. Worth
1	Old Town Social	http://www.oldtownsocial.com/	Chicago	312) 266-2277	455 W North Ave	3	Chicago
1	Green Dragon	http://pdxgreendragon.com/		503-517-0660	928 SE 9th Avenue	19	Portland
1	Westport Road Church of Christ		Louisville		4500 Westport Road	47	Louisville
1	Omni Fort Worth Hotel	http://www.omnihotels.com/hotels/fort-worth	FORT WORTH	(817) 535-6664	1300 HOUSTON ST	11	Dallas / Ft. Worth
1	The Radler	http://www.dasradler.com/	Chicago		2375 N. Milwaukee Ave.	3	Chicago
1	The Escape Game Austin	http://theescapegameaustin.com/	Austin	512-643-0043	405 Red River Street	1	Austin
1	Or Gallery	http://www.orgallery.org/	Vancouver	604 683 7395	555 Hamilton St	32	Vancouver
1	Camp Mabry 	http://www.texasmilitaryforcesmuseum.org/location.htm	Austin	(512) 782-5659.	2200 West 35th Street	1	Austin
1	EuroPub		Seattle		109 Broadway Avenue E	9	Seattle
1	The American Legion	http://www.travispost76.org/	Austin	(512)-767-0688	Travis Post 76 404 Atlanta Street 	1	Austin
1	Various Toronto Locations 		Toronto		100 Queen St W	29	Toronto
1	AUDITORIO SILVESTRE REVUELTAS CONSERVATORIO NACIONAL DE MUSICA					44	la Ciudad de México
1	Chicago Art Department 	http://www.chicagoartdepartment.org/	Chicago		1837 S. Halsted	3	Chicago
1	CASA 0101 Theater	http://www.casa0101.org/	 Los Angeles	(323) 263-7684 	 2102 East First St. 	30	Los Angeles
1	Plainfield Public Library	http://www.plainfieldlibrary.net/	Plainfield	3178396602	1120 Stafford Road	42	Indianapolis
1	Nashville Public Library	http://events.library.nashville.org/cal/event/showEventMore.rdo	Nashville, 		615 Church St, 	24	Nashville
1	Smiths Pub	http://thesmithspub.com/	Victoria	(250) 360 2544	777 Courtney Street	50	Victoria
1	The Lion & Rose British Restaurant & Pub (The Forum)	http://www.thelionandrose.com/locations/forum.php	Live Oak	(210) 547-3000	8211 Agora Pkwy, Suite 112	2	San Antonio
1	2p-4p					11	Dallas / Ft. Worth
1	Grayze	http://www.grayzeongrayson.com/home.html	San Antonio	210-481-8776	521 East Grayson Street	2	San Antonio
1	The McAninch Arts Center		Glen Ellyn		425 Fawell Avenue	3	Chicago
1	Reed College	http://www.reed.edu/	Portland	503-771-1112	3203 Southeast Woodstock Boulevard	19	Portland
1	Antebellum Ale House	http://antebellumalehouse.com/	Weatherford	(817) 341-6625	321 E Oak St	11	Dallas / Ft. Worth
1	Cotton Bowl	http://www.cottonbowlstadium.com	Dallas	(214) 670-8400	1300 Robert B. Cullum Blvd	11	Dallas / Ft. Worth
1	IOS OFFICES CAPITAL REFORMA					44	la Ciudad de México
1	Nani Falcone Park					2	San Antonio
1	Psychlist: Subversive Cycling	http://www.psychlistatx.com/	Austin		6711 Burnet Ln, Fl 2nd	1	Austin
1	Upland Brewing Company - Production Brewery and West Side Beer Bar	http://uplandbeer.com/locations/bloomington-production-brewery-west-side-tasting-room/	Bloomington	812-336-2337	4060 Profile Pkwy.	42	Indianapolis
1	Brown County, Indiana	http://www.browncounty.com/	Nashville	(812) 988-7303	10 North Van Buren St.	42	Indianapolis
1	Grand Casino Mille Lacs		Onamia		""	23	Twin Cities
1	Crowne Plaza Hotel - Addison					11	Dallas / Ft. Worth
1	South Austin ATA Martial Arts	http://www.southaustinata.com/	Austin	(512) 784-KICK	1414 W. Ben White Blvd	1	Austin
1	Second City Toronto John Candy Theater					3	Chicago
1	Redbones BBQ	https://www.redbones.com/	Somerville	(617) 628-2200	55 Chester Street	25	Boston
1	Suzy Wong's House of Yum		Nashville		1515 Church Street 	24	Nashville
1	Sonic Boom Records	http://www.sonicboomrecords.com/	Seattle		2209 Market St.	9	Seattle
1	Doméstico Bar					44	la Ciudad de México
1	Hampton Inn and Suites		Austin		7712 E Riverside Dr	1	Austin
1	French & Michigan Art Gallery		San Antonio		115 Michigan Ave	2	San Antonio
1	Bosque de Chapultepec	http://chapultepec.org.mx/	Ciudad de México		Avenida Constituyentes S/N San Miguel Chapultepec	44	la Ciudad de México
1	Over The Eight					10	NYC
1	Lone Star Brewery		San Antonio		600 Lone Star Blvd	2	San Antonio
1	Bailey Auditorium 		Chicago		1340 W. Washington Blvd	3	Chicago
1	Shirley's Restaurant & Bar					36	St. Louis
1	Fort Worth Museum of Science and History	http://www.fwmuseum.org/	Fort Worth	(817) 255-9300	1600 Gendy St	11	Dallas / Ft. Worth
1	Ichiban					10	NYC
1	The Warren Center					11	Dallas / Ft. Worth
1	Rubber Gloves Rehearal Studios					11	Dallas / Ft. Worth
1	Centennial Olympic Park & International Plaza		Atlanta	404-222-7275	265 Park Avenue West NW	47	Louisville
1	Prospect Park					10	NYC
1	The Moon Collective		Austin		705 Gunter St	1	Austin
1	Kendra Scott (Lamar)	http://www.kendrascott.com/	Austin		3800 North Lamar Blvd	1	Austin
1	Reverchon Park	http://www.dallasparks.org/Facilities/Facility/Details/Reverchon-Park-635	Dallas	(214) 670-4100	3505 Maple Ave	11	Dallas / Ft. Worth
1	Ciudad de México					44	la Ciudad de México
1	The Kesser Theater					11	Dallas / Ft. Worth
1	In Real Life Music Festival					10	NYC
1	Analog Cafe					19	Portland
1	United Center					22	Madison
1	Art of Wine Winery					11	Dallas / Ft. Worth
1	Chicago Sport & Social Club	http://www.chicagosocial.com/	Chicago	312-850-8196	770 N Halsted Street 	3	Chicago
1	Gumbo's Steak & Seafood					1	Austin
1	Icon Nightclub	http://iconnightclub.com/	Boston		100 Warrenton Street	25	Boston
1	The Kitchen Sink	http://www.letseat.at/thekitchensink	St. Louis	(314) 454-1551	255 Union Boulevard	36	St. Louis
1	Doug Adams GalleryBerkeley					18	The Bay Area
1	Dufferin Grove Park 		Toronto		875 Dufferinq	29	Toronto
1	Landyachtz	http://landyachtz.com	Vancouver	(604) 253-2005	1146 Union Street	32	Vancouver
1	S1	http://s1portland.com/	Portland		4148 NE Hancock St	19	Portland
1	Assembly Hall	http://iuhoosiers.cstv.com/facilities/ind-facilities-assembly.html	Bloomington		1001 E. 17th St.	42	Indianapolis
1	Empire Polo Fields					30	Los Angeles
1	DCR Hatch Memorial Shell	http://www.hatchshell.com/	Boston		47 David G Mugar Way	25	Boston
1	Bill's Bar		Boston		5 Lansdowne St	25	Boston
1	Alameda County Fairgrounds	http://www.alamedacountyfair.com/	Pleasanton	925.426.7559	4501 Pleasanton Avenue	18	The Bay Area
1	Snyder's Union at The Katy Trail (between Lemmon and Hall on the Trail)					11	Dallas / Ft. Worth
1	Online		San Francisco		Online	18	The Bay Area
1	Otro Lugar de la Mancha					44	la Ciudad de México
1	Verum Ultimum Art Gallery					19	Portland
1	Basile Opera Center	http://www.indyopera.org/	Indianapolis	317-283-3531	4011 N. Pennsylvania Street	42	Indianapolis
1	Brooklyn Oenology Winery Tasting Room					10	NYC
1	CBC Studio 700	http://www.cbc.ca/productionfacilities/vancouver/studio-700#igImgId_30444	Vancouver	(604) 662-6000	700 Hamilton Street	32	Vancouver
1	TJ Art & Rock		Tijuana			53	Tijuana
1	Indy CD & Vinyl	http://www.indycdandvinyl.com	Indianapolis	317-259-1012	806 Broad Ripple Avenue	42	Indianapolis
1	Lettersong Calligraphy Studio/Gallery	http://www.lettersongstudio.com/	Louisville	 (502) 819-1439	1501 Story Ave	47	Louisville
1	The Detour Bistro Bar	www.thedetourbistrobar.com	Culver City	424-289-8191	12473 W. Washington Blvd.	30	Los Angeles
1	Mill Park					19	Portland
1	Monon Community Center					42	Indianapolis
1	The UTSA Downtown Art Gallery Durango Building 1.12A					2	San Antonio
1	Congregation Emanu-El					50	Victoria
1	3503 S Spring Ave (Potomac St.)					36	St. Louis
1	St. Louis Public Library		St. Louis	314-241-2288	1301 Olive Street  	36	St. Louis
1	Manny's Ale House	http://mannysalehouse.com	Elmhurst		683 W. St. Charles Road	3	Chicago
1	Main Street Brewery	http://www.mainstbrewery.com/	Pleasanton	925-462-8218	830 Main Street	18	The Bay Area
1	Warner Pacific College					19	Portland
1	Brooklyn Oenology				85 N 3rd St, Brooklyn, NY 11249-3944	10	NYC
1	The Blue Pearl					36	St. Louis
1	BigSkyWorks		Brooklyn		29 Wythe Avenue	10	NYC
1	Mt. Diablo Unitarian Universalist Church	http://mduuc.org	Walnut Creek	925-934-3135	55 Eckley Lane	18	The Bay Area
1	Whitehorse Mountain Amphitheater		Snohomish County		St Highway 530, Darrington	9	Seattle
1	Dogwood Rock Rose	http://www.thedogwoodrockrose.com/	Austin 	512-330-4554	11420 Rock Rose Suite 130	1	Austin
1	Whole Foods Market (Lakewood)	http://www.wholefoodsmarket.com/stores/lakewood	Dallas	(214) 824-1744	2118 Abrams Rd	11	Dallas / Ft. Worth
1	Towne Stove and Spirits	http://www.towneboston.com/	Boston	(617) 247-0400	900 Boylston Street	25	Boston
1	Arbor Lodge Park					19	Portland
1	Dive 75					10	NYC
1	Sloss Furnaces		Birmingham		20 32nd St. N.	24	Nashville
1	Toybrary Austin	http://www.toybraryaustin.com/	Austin	(512) 765-4174	7817 Rockwood Lane Ste. 101	1	Austin
1	George the salon	http://www.georgethesalon.com	Chicago	312-923-9444	945 N. Rush Street	3	Chicago
1	Wallace Park					19	Portland
1	Austin Java Parkway	http://www.austinjava.com	Austin	512-476-1829	1206 Parkway	1	Austin
1	Gino's East	http://www.ginoseast.com/	Austin	(512) 953-7437	214 E 6th Street	1	Austin
1	Gordon Neighbourhood House	http://gordonhouse.org/	Vancouver	(604) 683-2554	1019 Broughton Street	32	Vancouver
1	Luna Park	http://lunaparknyc.com/	 Brooklyn	718-373-5862	1000 Surf Avenue	10	NYC
1	Off the Wagon Bar & Grill	http://www.nycbestbar.com/off/	New York		109 Macdougal St.	10	NYC
1	Landlocked Music	http://www.landlockedmusic.com	Bloomington	812-339-2574	202 N. Walnut St.	42	Indianapolis
1	Bach Dancing & Dynamite Society 	http://www.bachddsoc.org/	Half Moon Bay		30711 Mirada Rd	18	The Bay Area
1	109 Continental Ave.					11	Dallas / Ft. Worth
1	Llewelyn's Irish Pub - Central West End	http://www.llywelynspub.com/central-west-end	St. Louis	314-361-3003	4747 McPherson Avenue	36	St. Louis
1	CSA Galleria		San Antonio		304 Blanco Rd. 	2	San Antonio
1	On Rotation	http://on-rotation.com/	Dallas	(972) 807-2588	7328 Gaston Ave, Ste 110	11	Dallas / Ft. Worth
1	Collinsville VFW Post 5691					36	St. Louis
1	Portland Hilton 		Portland 		921 SW 6th Ave 	19	Portland
1	Downtown Denton	http://www.dentonmainstreet.org/home/	Denton		100 N Locust St	11	Dallas / Ft. Worth
1	The ENDUP	http://theendup.com/theendupprod/	San Francisco	(415) 896-1075 	401 6th St	18	The Bay Area
1	Wild West	http://www.wildwestsanantonio.net	San Antonio	210-496-9453	21025 Encino Commons #111	2	San Antonio
1	Polar Plunge					19	Portland
1	Kohl Center					22	Madison
1	Llewelyn's Irish Pub - St. Charles	http://www.llywelynspub.com/st-charles	St. Charles	636-724-8520	100 N. Main Street	36	St. Louis
1	Luna Music	http://www.lunamusic.net	Indianapolis	317-283-5862	5202 N. College Ave.	42	Indianapolis
1	Granite City Food & Brewery - Downtown	http://www.gcfb.net/location/indianapolis	Indianapolis	317-803-2025	45 S Illinois St 	42	Indianapolis
1	Metropolitan Community Church	http://www.mccaustin.com/	Austin		8601 S. 1st St.	1	Austin
1	Wolfdancer Golf Club		Lost Pines		575 Hyatt Lost Pines Rd	1	Austin
1	Sketchpad Gallery	http://sketchpadgallery.com/	San Francisco	 (415) 756-8522	66 6th Street	18	The Bay Area
1	Sink Swim 	http://www.sinkswimchicago.com/#about-us	Chicago	(773) 666-5085	3213 W Armitage Ave 	3	Chicago
1	Grove					19	Portland
1	Discovery Coffee (Oak Bay)	http://www.discoverycoffee.com/	Victoria	(250) 590 7717	1964 Oak Bay Avenue	50	Victoria
1	The Drag Bar	http://thedragbar.com/	Austin	512-795-8888	2324 Guadalupe	1	Austin
1	Georgetown Ballroom	http://georgetownballroom.com/	Seattle	206.763.4999	5623 Airport Way South	9	Seattle
1	La Casa Elegante	http://www.lacasasanantonio.com/	San Antonio	1 (210) 822-2702	113 Laburnum Dr	2	San Antonio
1	Luciferina				Lucerna 34, 06600 México, D. F	44	la Ciudad de México
1	Williamsburg Charter High School	http://www.thewcs.org/	Brooklyn	718-782-9830	198 Varet Street	10	NYC
1	Everyday Music	http://www.everydaymusic.com/	Seattle 	206.568.3321	1520 10th Ave	9	Seattle
1	Pour Boy 	http://www.pourboy.ca/#!666manning/c1hw3	Toronto 	(647)-343-7969	666 Manning Ave	29	Toronto
1	Central Park Domain		Austin	5126596328	Esperanza Crossing & Alterra Parkway	1	Austin
1	The Striker	https://thepit-nyc.com/striker-mainstage/	New York	212-563-7488	123 E 24th St NYC	10	NYC
1	Mount Pleasant Christian Church					42	Indianapolis
1	Highwood City Hall Park 		Highwood		17 Highwood Avenue	3	Chicago
1	Malaspina Printmakers	https://www.malaspinaprintmakers.com/	Vancouver	(604) 688-1724	1555 Duranleau Street	32	Vancouver
1	Tavern in The Square		Cambridge		1815 Massachusetts Ave 	25	Boston
1	Metro Night Club & Restaurant	http://www.metro-indy.com/	Indianapolis	317-639-6022	707 Massachusetts Ave	42	Indianapolis
1	Centro Universitario de Teatro					44	la Ciudad de México
1	The Royal Falcon	http://theroyalfalcon.com/	Fort Worth	(817) 732-5999	3803 Southwest Blvd	11	Dallas / Ft. Worth
1	AMC 30 (Grapevine Mills) 	https://www.amctheatres.com/movie-theatres/dallas-ft-worth/amc-grapevine-mills-30-with-dine-in-theatres	Grapevine	(972) 539-5909	3150 Grapevine Mills Parkway 	11	Dallas / Ft. Worth
1	Cedar Springs Tap House	http://www.cedarspringstaphouse.com/				11	Dallas / Ft. Worth
1	Bar 2211		Austin		2211 Webberville	1	Austin
1	Rage	www.theragenightclub.com	West Hollywood	310-652-7055	8911 Santa Monica Blvd	30	Los Angeles
1	On The Hill Tavern	http://www.onthehilltavern.com/	Somerville		499 Broadway	25	Boston
1	Upper Sproul, UC Berkeley	http://www.berkeley.edu/map?sproulPlaza	Berkeley		UC Berkeley Campus, Off Bancroft and Telegraph	18	The Bay Area
1	Estadio B'Air "El Nido"					53	Tijuana
1	SMU Hughes-Trigg Student Center					11	Dallas / Ft. Worth
1	Washington U./Brown					36	St. Louis
1	Heritage Radio Network					10	NYC
1	Tilo Tex Mex		San Antonio		12403 West Ave	2	San Antonio
1	First Baptist Church Lewisville	http://www.fbclewisville.org/				11	Dallas / Ft. Worth
1	Brookfield Place	http://brookfieldplaceny.com/	New York		100 West St.	10	NYC
1	Ten50 BBQ					11	Dallas / Ft. Worth
1	Panhandle Blacktop, East of Basketball Courts					18	The Bay Area
1	First Street Studio		Austin		2410 Cesar Chavez St., Suite 202	1	Austin
1	Fisk					19	Portland
1	El Trompo Museo Interactivo					53	Tijuana
1	Weather Mark Tavern					3	Chicago
1	Washington U./Steinberg					36	St. Louis
1	Lompoc Sidebar					19	Portland
1	Thunderbird Roller Rink	http://thunderbirdrink.com/	Plano	972-422-4447	3200 Thunderbird Lane	11	Dallas / Ft. Worth
1	White Horse Tavern	http://www.whitehorseboston.com/home.htm	Allston		116 Brighton Avenue	25	Boston
1	Tommy Doyle's	http://tommydoyles.com/	Cambridge		1 Kendall Square	25	Boston
1	Heritage Theatre	http://www.ci.campbell.ca.us/heritagetheatre/	Campbell		1 West Campbell Avenue, C-31	18	The Bay Area
1	Casa Rafael Galván					44	la Ciudad de México
1	Bahía de San Quintín					53	Tijuana
1	Sankofa Bed & Breakfast				107 Macon Street	10	NYC
1	The Historic Pearl Brewery					2	San Antonio
1	Tierra Verde Golf Club	http://www.arlingtongolf.com/	Arlington	(817) 478-8500	7005 Golf Club Dr	11	Dallas / Ft. Worth
1	TechShop	www.techshop.ws	Round Rock	512-900-4664	120 Sundance Pkwy Suite 350	1	Austin
1	The Rose Bowl					30	Los Angeles
1	Fair Park Band Shell					11	Dallas / Ft. Worth
1	Mellow Mushroom Round Rock		Round Rock	(512) 291-7253	2600 N I-35 	1	Austin
1	RIO	http://www.riorooftop.com/	Austin		601 Rio Grande Suite 200/300	1	Austin
1	The Urban Cowboy Saloon					11	Dallas / Ft. Worth
1	Centennial Black Box Theater	http://www.nashville.gov/Parks-and-Recreation/Cultural-Arts/Theater/Centennial-Black-Box-Theater.aspx	Nashville	615-862-8440	211 27th Ave. North	24	Nashville
1	Auditorio Municipal					53	Tijuana
1	Noble Rey Brewing Company	http://www.noblereybrewing.com/	Dallas		2636 Farrington St	11	Dallas / Ft. Worth
1	Clerys Boston	http://www.clerysboston.com/	Boston		113 Dartmouth Street 	25	Boston
1	Darrin's Coffee Company	http://www.darrinscoffee.com	Zionsville	3172139950		42	Indianapolis
1	The Aga Khan Museum	http://www.agakhanmuseum.org	Toronto		77 Wynford Drive	29	Toronto
1	Joe Sent Me	http://www.joe-sent-me.com/	Cambridge		2388 Massachusetts Avenue	25	Boston
1	Piedmont Piano Company	http://www.piedmontpiano.com/	Oakland	(510) 547-8188	1728 San Pablo Ave at 18th St - Oakland	18	The Bay Area
1	Chocolopolis 		Seattle		1527 Queen Anne Ave N	9	Seattle
1	El Sótano Suizo Tijuana	http://www.sotanosuizo.com	Tijuana	664 684-88-34	Av. Paseo de los Heroes #9415 Loc. 1-8 al 12 Zona Rio	53	Tijuana
1	Dottie Lynn Recreation Center					11	Dallas / Ft. Worth
1	Catch					10	NYC
1	Spinnaker Bay Brewing		Seattle		5718 Rainier Ave S	9	Seattle
1	The Charles Bar	http://www.thecharlesbar.ca/	Vancouver	(604) 568-8040	136 West Cordova	32	Vancouver
1	Camerawork Gallery					19	Portland
1	Red Fan Communications	http://redfancommunications.com/	Austin	512-551-9253	200 East 32nd Street	1	Austin
1	Bistro Marquee	http://www.bistromarquee.com	PDX	503-208-2889	200 SW Market	19	Portland
1	Mosswood Park					18	The Bay Area
1	Pista el sope					44	la Ciudad de México
1	Hap Gallery					19	Portland
1	Industry City		Brooklyn		220 36th Street	10	NYC
1	1131 Howe St (lane entrance)					32	Vancouver
1	Gran Moraine		Yamhill		17090 NE Woodland Loop Rd	19	Portland
1	West 7th (Fort Worth)	http://www.west-7th.com/	Fort Worth	(817) 810-9076	UNIVERSITY DRIVE NORTH AND WEST 7TH ST	11	Dallas / Ft. Worth
1	Departure	http://www.departureportland.com	PDX	503-222-9996	525 SW Morrison	19	Portland
1	The Playwright Bar	http://www.theplaywrightbar.com/content/home	Boston	(617) 269-2537 ‎	658 East Broadway	25	Boston
1	Downtown Noblesville		Noblesville	765 606 0777		42	Indianapolis
1	The Caravan Lounge		San Jose	(408) 995-6220	98 S Almaden Ave 	18	The Bay Area
1	Max's Wine Dive Dallas - McKinney Ave.					11	Dallas / Ft. Worth
1	Infield del Hipódromo de las Américas.					44	la Ciudad de México
1	2223 El Cajon Blvd					31	San Diego
1	The Well	http://www.thewellbrooklyn.com/	Brooklyn, New York		272 Meserole Street	10	NYC
1	Workman Arts		Toronto		651 Dufferin St. 	29	Toronto
1	Butter & Scotch	http://www.butterandscotch.com/	New York	347.350.8899	818 Franklin Avenue	10	NYC
1	Dallas Beer Kitchen	http://www.dallasbeerkitchengreenville.com/	Dallas	(214) 484-2481	1802 Greenville Ave Ste 110	11	Dallas / Ft. Worth
1	Ogle Cultural Center (at IU Southeast)	http://oglecenter.ius.edu	New Albany	812.941.2544	4201 Grant Line Road	47	Louisville
1	in.gredients	http://in.gredients.com/	Austin		2610 Manor Road	1	Austin
1	Thirsty Scholar	http://www.thirstyscholar.net/	Indianapolis	317-602-3357	111 E 16th Street Suite 101	42	Indianapolis
1	Taste This SA 	http://www.TasteThisSanAntonio.com/	San Antonio 	(210) 275-8508	1012 N Flores St	2	San Antonio
1	The Saint Catherine	http://thesaintcatherine.com/	Brooklyn	(347) 663-9316	660 Washington Ave	10	NYC
1	The Park at The Domain	http://www.theparkdomain.com/	Austin	512.478.7275	11601 Domain Drive, Suite 200	1	Austin
1	Story Inn	http://www.storyinn.com	Nashville	812-988-2273	6404 S SR 135	42	Indianapolis
1	Park Tavern					11	Dallas / Ft. Worth
1	Jewish Community Center of the East Bay	http://www.jcceastbay.org/	Berkeley		1414 Walnut Street	18	The Bay Area
1	Masquers Playhouse	http://www.masquers.org	Point Richmond	510-232-3888	105 Park Place	18	The Bay Area
1	Arrogant Swine					10	NYC
1	HypersonicRadio.com	http://hypersonicradio.com/	Austin		http://www.hypersonicradio.com	1	Austin
1	SF Camerawork					18	The Bay Area
1	Hamilton Convention Centre		Hamilton		1 Summers Lane	29	Toronto
1	The Cure Lounge	http://www.facebook.com/TheCureLounge	Louisville	502-365-3369	1481 S Shelby Street	47	Louisville
1	Santina	http://www.santinanyc.com/				10	NYC
1	Tiffany Center Crystal Ballroom					19	Portland
1	Presidential Towers	http://www.presidentialtowersapts.com/	Chicago	(866) 273-0973	555 W Madison Street	3	Chicago
1	102 N Whitelaw Ave					36	St. Louis
1	The Duck Inn	http://theduckinnchicago.com/	Chicago	(312) 724-8811	2701 S Eleanor	3	Chicago
1	The Casba	http://www.casbaindy.com/	Indianapolis	317-251-3138	6319 Guilford Ave	42	Indianapolis
1	California Market Center					30	Los Angeles
